Incident Address,Missed Count,Fines,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
217 Manatee Ct,1,0,37013,RED RIVER,4501,28,1771838.65377662,632424.102302094
6302 Robertson Ave,1,0,37209,RED RIVER,4203,20,1710119.00729234,665303.382765499
1014 Fairwin Ave,1,0,37216,METRO,9507,5,1749119.9994671,679744.399130845
2213 Belmont Blvd,1,0,37212,METRO,9308,18,1733644.20143451,654389.60169439
1623 Franklin Ave,1,0,37206,WASTE IND,2506,6,1750488.19989951,674697.60028025
713 23Rd St,1,0,37209,RED RIVER,4203,20,1711081.52273413,667359.350052914
211 Donna Dr,1,0,37115,RED RIVER,3214,8,1755927.20048287,701782.398242052
111 Castaway Ct,1,0,37217,RED RIVER,3501,29,1789723.54233519,644224.119668065
5510 Pennsylvania Ave,1,0,37209,METRO,9302,20,1716017.18661344,667187.10509448
260 Took Dr,1,0,37013,RED RIVER,4504,28,1776612.69269235,630071.760580356
116 Minnette Ct,1,0,37207,METRO,9206,5,1746240.22372489,683217.29970575
204 Radnor St,1,0,37211,RED RIVER,4304,16,1750305.42992661,645753.571078769
2014 Salem Mason Dr,1,0,37208,METRO,9201,21,1726514.60135758,674672.80050468
641 Kinsey Blvd,1,0,37115,RED RIVER,3314,9,1764945.79825794,698884.79982541
125 Port Dr,1,0,37115,RED RIVER,3212,8,1749590.39974217,702297.199870669
852 Joseph Ave,1,0,37207,METRO,9204,5,1740565.13750974,675474.324185488
5757 Murphywood Crosing,1,0,37013,RED RIVER,4504,32,1784050.80094842,622633.753240949
1618 Sumner Ave,1,0,37206,WASTE IND,2506,6,1750341.79950094,674951.20187896
1709 S Hamilton Rd,1,0,37218,RED RIVER,4204,2,1721643.53168309,676517.700473268
510 Nall Ave,1,0,37209,RED RIVER,4203,20,1710975.10411297,664831.162232993
718 Benson St,1,0,37206,METRO,9503,6,1750275.24755906,674591.665611255
707 Benson St,1,0,37206,METRO,9503,6,1750406.734862,674323.302478892
1006 Gilmore Ave,1,0,37204,METRO,9403,17,1736048.04677918,653020.085090342
1600 Boscobel Street,1,0,37206,,,6,1749315.23907023,669810.406250976
709 Benson St,1,0,37206,METRO,9503,6,1750409.34611762,674372.224149219
2809 Renee Dr,1,0,37214,RED RIVER,1503,15,1766801.21931969,673384.228771361
927 Crescent Hill Rd,1,0,37206,RED RIVER,1201,6,1754760.99959481,675294.401645532
2608 Jones Ave,1,0,37207,,,8,1745219.97999358,684952.011654191
210 Donna Dr,1,0,37115,RED RIVER,3214,8,1755710.39982775,701872.400076572
156 Queens Ln,1,0,37218,RED RIVER,3203,1,1714497.00172704,684671.198173758
2632 Edge O Lake Dr,1,0,37217,RED RIVER,4502,29,1780974.03587742,636898.21095515
212 Donna Dr,1,0,37115,RED RIVER,3214,8,1755704.59810893,701746.998259211
2736 Oakwood Ave,1,0,37207,METRO,9206,8,1746296.98835919,686511.720255372
213 Linda Ln,1,0,37115,RED RIVER,3214,8,1754713.00679526,701869.509110953
190 Wheeler Ave,1,0,37211,RED RIVER,4304,16,1753344.99830239,642134.400703325
4235 Murfreesboro Pike,1,0,37086,RED RIVER,4210,33,1794306.45893998,616321.210096099
3506 Hillsdale Ave B,1,0,37205,METRO,9307,24,1724989.50321475,659333.311204232
6935 Highland Park Dr,1,0,37205,RED RIVER,1303,23,1705711.30378318,636024.525923069
307 Edith Ave,1,0,37207,METRO,9206,5,1742843.39848482,681302.398085007
2518 Scovel St,1,0,37208,METRO,9304,21,1727429.87592792,669399.985922384
2653 Solon Dr,1,0,37206,RED RIVER,1202,7,1759039.75733081,676206.621013322
2508 Batavia St,1,0,37208,,,21,1727874.60181632,666553.542360767
1105 Twin Cir Dr,1,0,37217,RED RIVER,4503,29,1783483.43163148,633822.211663548
819 Rose Park Dr,1,0,37206,RED RIVER,1203,6,1759628.93058352,675135.224405749
1808 Rosebank Ave,1,0,37216,RED RIVER,1203,7,1759491.3356586,679203.998308376
4614 Banff Park Ct,1,0,37013,RED RIVER,4210,33,1793820.6500754,619890.001289702
2115 Riverside Dr,1,0,37216,RED RIVER,1205,7,1755332.19978748,681005.598217688
4220 Enchanted Ct,1,0,37218,,,1,1716255.40138898,686262.398710485
726 26Th Ave N,1,0,37208,METRO,9303,21,1727890.62975713,666027.819966064
4417 Winton Dr,1,0,37013,RED RIVER,4504,28,1774253.59106641,627858.134419836
1080 Zophi St,1,0,37216,METRO,9507,5,1750433.79430433,681907.844832572
1705 Eastland Ave,1,0,37206,METRO,9503,6,1750501.91177364,674151.34939279
5600 Cloverland Park Dr,1,0,37027,RED RIVER,4401,4,1744701.71397958,619351.802219791
1003 Caruthers Ave B,1,0,37204,METRO,9403,17,1736126.03023956,653264.541321014
3717 West End Ave,1,0,37205,RED RIVER,2304,24,1723524.42278458,656053.515655906
2520 Fairfax Ave,1,0,37212,METRO,9301,18,1729437.60109226,656849.601709389
706 Apple Ct,1,0,37211,RED RIVER,4403,27,1759918.62868794,623752.000904628
3106 Wingate Ave,1,0,37211,RED RIVER,4304,16,1751512.19931374,645407.201341682
1526 Wayne Dr,1,0,37206,RED RIVER,1203,7,1757125.94600579,678483.010083222
6948 Sunnywood Dr,1,0,37211,,,31,1760856.26124631,613895.816581934
1012 24Th Ave N,1,0,37208,METRO,9303,21,1728798.52355966,668131.275469701
2656 Solon Dr,1,0,37206,RED RIVER,1202,7,1759172.77934571,676330.952322538
4410 Lone Oak Rd,1,0,37215,RED RIVER,3303,25,1729726.4760333,642458.790395169
424 Chadwell Dr,1,0,37115,RED RIVER,3214,8,1755140.99832621,700567.599054463
418 Barbara Dr,1,0,37115,RED RIVER,3214,8,1754911.99862726,699629.598447072
716 Frodo Lane,1,0,37013,RED RIVER,4504,28,1776642.9934155,630275.612242308
205 Mcgavock Pike,1,0,37214,RED RIVER,2503,15,1767846.06008302,668482.499100467
3152 Kinwood Dr,1,0,37013,RED RIVER,4503,29,1785084.45274477,632967.465325474
2438 Inga St,1,0,37206,METRO,9503,5,1747202.7807206,679249.064524654
2337 Edencrest Dr,1,0,37013,RED RIVER,4504,32,1777063.60022114,631724.488622196
921 Forest Pointe Ln,1,0,37013,RED RIVER,4503,29,1783411.68384065,631649.612414778
505 Ben Allen Rd,1,0,37216,RED RIVER,2201,8,1748791.1991234,688374.398491703
400 Cedarvalley Dr,1,0,37211,RED RIVER,4403,31,1760508.99908931,623217.60165555
1445 Bell Trace Dr,1,0,37013,RED RIVER,4405,32,1770224.84394957,622102.290468927
2515 Jones Ave,1,0,37207,METRO,9206,8,1745308.99838531,684509.598934031
232 Payson Ct,1,0,37211,RED RIVER,4403,4,1756592.83492826,619879.369422301
330 Timberdale Ct,1,0,37211,RED RIVER,2404,26,1749752.99825475,634064.801473297
3210 Wingate Ave,1,0,37211,RED RIVER,4304,16,1751451.39801286,644859.200109259
433 Huntington Ridge Dr,1,0,37211,RED RIVER,3402S,27,1753030.95508555,626194.346427937
3507 Woodmont Ln,1,0,37215,RED RIVER,2303,24,1720387.73024293,649921.998070022
5604 Louisiana Ave B,1,0,37209,METRO,9302,20,1715751.11802394,666769.410016132
3705 Huntingboro Trl,1,0,37013,RED RIVER,3503,33,1793034.8753305,633277.129099358
2328 Revere Pl,1,0,37214,RED RIVER,1503,15,1766028.99815772,670292.000190969
1628 Shelby Ave,1,0,37206,METRO,9508,6,1749947.42536785,669421.152975456
5416 Barton Vale Dr,1,0,37211,RED RIVER,4402,27,1752310.35641735,621776.49221785
3830 E Ridge Dr,1,0,37211,,,30,1762089.13731612,633176.895743255
726 Hart Ave,1,0,37206,,,5,1745369.13338304,674630.50280053
524 Westcrest Dr,1,0,37211,RED RIVER,3401,27,1751313.42674721,630956.14236598
1017 2Nd Ave S,1,0,37210,WASTE IND,4409,17,1741912.23574908,662039.207017012
266 Bart Dr,1,0,37013,RED RIVER,3404,30,1765410.06260116,627926.605391608
3708 Lausanne Dr,1,0,37211,RED RIVER,4403,4,1755124.25836931,622401.115161854
425 Owendale Dr,1,0,37013,RED RIVER,4503,29,1784166.26148497,634741.077679878
305 Clark Hill Xing,1,0,37013,RED RIVER,4504,32,1783880.48923667,623169.230913204
2432 Fairbrook Dr,1,0,37214,RED RIVER,1502,15,1765932.19928905,682676.799945376
4701 Derbyshire Dr,1,0,37013,RED RIVER,3503,33,1796144.65795956,633193.880766316
3312 Towne Village Rd,1,0,37013,RED RIVER,3503,33,1790613.52639794,633761.598344689
944 Colfax Dr,1,0,37214,RED RIVER,2502,15,1773985.79828088,660954.400882424
4119 Gallatin Pike,1,0,37216,,2204,8,1754304.99874261,688845.398330483
110 Valley Green Ct,1,0,37013,RED RIVER,4404,30,1763530.51427816,626059.022333765
6004 Hawkdale Dr,1,0,37211,RED RIVER,4403,4,1757291.98673221,618244.320593616
1807 Hillside Ave,1,0,37203,WASTE IND,2408,17,1736988.70205102,657163.444571536
1915 Blair Blvd,1,0,37212,METRO,9308,18,1732264.34380653,654921.698432446
1106 Argyle Ave,1,0,37203,METRO,9401,17,1736131.4065167,657800.351322651
2421 Valley Brook Rd,1,0,37215,RED RIVER,3304,25,1724645.13283016,648196.096897527
777 West Meade Dr,1,0,37205,,,23,1704558.72789075,650288.897524751
2103 Eastland Ave B,1,0,37206,,,6,1752576.83772644,673919.978001926
2702 Meharry Blvd,1,0,37208,,,21,1726809.42007425,668469.921979352
3600 Hobbs Rd,1,0,37215,RED RIVER,3304,34,1721883.67568942,645099.388839376
820 Nesbitt Ln,1,0,37115,RED RIVER,3412,8,1752217.99859153,706655.198954515
3011 Gallatin Pike,1,0,37216,METRO,9507,5,1750609.79854376,681817.599422764
994 Dozier Pl,1,0,37216,METRO,9507,5,1748996.19846507,681411.999518746
2950 Baby Ruth Ln,1,0,37013,RED RIVER,4504,32,1779529.12888633,624255.879788399
3048 Boulder Park Dr,1,0,37214,RED RIVER,2501,14,1776062.59991259,662590.400503083
788 Rowan Dr,1,0,37207,RED RIVER,3205,2,1726839.2660968,686914.011675806
2701 Hydes Ferry Rd,1,0,37218,RED RIVER,4204,1,1722149.00186378,672852.034344177
1229 Sunnymeade Dr,1,0,37216,RED RIVER,2205,7,1755572.49621656,686006.478007254
747 Due West Ave N,1,0,37115,RED RIVER,3212,8,1749012.99812154,699807.399758319
1832 Willow Springs Dr,1,0,37216,RED RIVER,1203,7,1759631.99963738,680245.598776116
3908 Burrus St,1,0,37216,RED RIVER,2205,8,1752605.54826394,686841.579234671
2106 Courtney Ave,1,0,37218,RED RIVER,4202,2,1721593.8019093,679864.798647668
2104 Mckennie Ave,1,0,37206,RED RIVER,1202,6,1753228.53453548,676724.004921291
1105 Goldilocks St,1,0,37115,RED RIVER,3312,7,1758998.59916183,697422.398633743
4114 Gallatin Pike,1,0,37216,RED RIVER,2203,7,1754376.19841743,688300.398874133
1406 Huffine St,1,0,37216,METRO,9505,7,1752604.01868391,681236.798295674
2244 Greenwood Ave,1,0,37206,RED RIVER,1202,6,1755174.03567185,675741.798857406
3315 Felicia St,1,0,37209,WASTE IND,3306,21,1724811.87579839,663644.912079041
1013 Argyle Ave,1,0,37203,METRO,9401,17,1736616.48016152,657618.467966116
408 Elysian Fields Rd,1,0,37211,RED RIVER,4302,26,1752426.59927298,639005.600229938
4129 Pleasant Colony Dr,1,0,37013,RED RIVER,3504,33,1786861.43888178,631715.859258017
716 Branch Creek Rd,1,0,37209,RED RIVER,2301,24,1714481.62677641,657226.317681068
5623 Lenox Ave,1,0,37209,RED RIVER,2301S,20,1714801.80171345,661616.60020371
108 Fern Ave,1,0,37207,,,2,1738590.13505317,678899.089315208
1503 Jo Johnston Ave,1,0,37203,WASTE IND,3208,19,1732881.1248949,666381.739745829
3229 Lincoln Ave,1,0,37218,RED RIVER,4204,2,1723369.71034983,681294.888146742
3219 Spears Rd,1,0,37207,RED RIVER,2202,3,1738708.33221655,694261.704152189
2702 Deerfield Dr,1,0,37208,,,21,1726134.6673063,674619.318176459
1308 7Th Ave N,1,0,37208,WASTE IND,3208,19,1734835.83767747,671843.747936975
1912 Boscobel St,1,0,37206,METRO,9508,6,1751217.93498385,669630.606582999
1407 Meharry Blvd,1,0,37208,METRO,9208,19,1731993.69141364,669340.384942082
412 Derrick Ct,1,0,37013,RED RIVER,1405,28,1764349.13914958,634533.695083169
2704 Torbett St,1,0,37209,METRO,9304,21,1727255.53324622,665020.100354205
2512 Batavia St,1,0,37208,METRO,9303,21,1727791.46825125,666531.28133187
2613 Delk Ave,1,0,37208,METRO,9201,21,1726354.96702467,672573.435094085
4128 Home Haven Dr,1,0,37218,,,1,1716592.05146616,687000.819794714
1805 Manchester Ave,1,0,37218,RED RIVER,4202,2,1721153.8012953,677519.19855486
3220 Lakeland Dr,1,0,37214,RED RIVER,2501,14,1779140.45851925,664123.532760255
321 Rural Hill Rd,1,0,37217,RED RIVER,4503,29,1780076.64778529,634777.981046391
2109 W Summitt Ave,1,0,37218,RED RIVER,4204,2,1722845.93241297,679161.702237047
1009 Spain Ave,1,0,37216,METRO,9507,5,1749489.13489305,680688.302893821
2013 Jordan Dr,1,0,37218,RED RIVER,4202,2,1718478.0368024,681679.039930636
1024 Kirby Ave,1,0,37217,RED RIVER,1401,13,1762596.0200948,653153.661632631
2309 Donna Hill Ct,1,0,37214,RED RIVER,1502,15,1766339.24805671,679499.755491945
760 Croley Dr,1,0,37209,RED RIVER,4201,20,1710616.33005509,666792.100642386
3216 Newington Cv,1,0,37013,RED RIVER,3502,33,1795364.43704848,637070.024738636
121 Lanier Dr,1,0,37115,RED RIVER,3314,9,1763294.59979613,702942.59953548
801 N 12Th St,1,0,37206,METRO,9503,6,1748306.59928003,674792.00089408
309 Harrington Ave,1,0,37115,RED RIVER,3312,9,1759546.57862791,700987.544954881
814 Russleo Dr,1,0,37209,RED RIVER,2301,20,1710147.40049267,657785.601792315
2701 Woodlawn Dr,1,0,37212,RED RIVER,2305,18,1728944.7696151,653437.678544838
2308 18Th Ave S,1,0,37212,METRO,9308,18,1733050.99151523,654784.015678731
400 Wilsonia Ave,1,0,37205,RED RIVER,2302,23,1712853.80140556,654396.800416445
1921 Liberty Sq,1,0,37215,RED RIVER,3305,25,1728755.18084171,643868.307297209
1411 South St,1,0,37212,METRO,9407,19,1735335.30551141,661326.629030678
4321 Estes Rd,1,0,37215,RED RIVER,3301,34,1720471.09016729,642786.530124517
3814 Harding Pl,1,0,37215,RED RIVER,3301,34,1719666.60032806,641648.801587105
550 Cheryl Ave,1,0,37115,RED RIVER,3314,9,1762035.39925499,700673.599148416
707 Newberry Rd,1,0,37205,RED RIVER,1305,23,1703713.00146502,653976.801089558
2408 Evanfield Ct,1,0,37013,RED RIVER,4504,32,1777704.98300695,631173.657765655
2012A Galbraith Dr,1,0,37215,RED RIVER,3305,25,1728143.0282709,644204.025379314
4319 Estes Rd,1,0,37215,RED RIVER,3301,34,1720481.33024059,642878.251499846
2020 Galbraith Dr,1,0,37215,RED RIVER,3305,25,1727692.57503662,644157.975419213
709 Newberry Rd,1,0,37205,RED RIVER,1305,23,1703824.20173532,654061.600768969
3804 Dunbar Dr,1,0,37207,RED RIVER,3205,2,1727498.60017633,687743.19839519
1909 21St Ave S,1,0,37212,METRO,9305,18,1731858.60176339,656749.401355497
3912 Harding Pl,1,0,37215,RED RIVER,3301,34,1718873.00157354,641675.20019924
2017 Galbraith Dr,1,0,37215,RED RIVER,3305,25,1727953.03150281,644073.752017224
2302 Woodland St,1,0,37206,,,6,1750935.84973889,671839.105053853
5213 Windypine Dr,1,0,37211,RED RIVER,4402,4,1753809.03884885,622417.000076027
353 Elysian Fields Rd,1,0,37211,RED RIVER,1404,26,1753583.47031648,638919.267012981
4413 Estes Rd,1,0,37215,RED RIVER,3301,34,1720338.60043833,641790.401518471
3818 Harding Pl,1,0,37215,RED RIVER,3301,34,1719449.8016517,641644.800538178
5949 Abbott Dr,1,0,37211,RED RIVER,4402,4,1750998.5987913,619673.602322485
5516 Trousdale Dr,1,0,37027,RED RIVER,2402,4,1744367.20845611,624483.411248822
1259 School Ln,1,0,37217,RED RIVER,1403,13,1762133.79893899,647773.600161134
5100 Meta Ct,1,0,37211,RED RIVER,3401,27,1751174.62911403,628433.681284909
600 Woodett Dr,1,0,37211,RED RIVER,3401,27,1752742.73368871,627015.118025412
17 Ashington Ln,1,0,37027,RED RIVER,2402,4,1741715.43907627,623396.121255996
1417 Cedarway Ln,1,0,37211,RED RIVER,4402,4,1754931.97419052,620844.999429379
6013 Frontier Ln,1,0,37211,RED RIVER,4402,4,1749257.79820411,619747.200252155
1516 Compton Ave,1,0,37212,METRO,9401,18,1734072.81825303,655289.032348424
2034 Fransworth Dr,1,0,37205,RED RIVER,1304,23,1712931.63189886,652094.691448448
912 Heritage View Ct,1,0,37115,RED RIVER,3414,8,1757356.99965568,705390.398527886
525 Cedarmont Dr,1,0,37013,RED RIVER,4403,31,1759647.62589028,620572.19794059
4305 Estes Rd,1,0,37215,RED RIVER,3301,34,1720540.20027354,643678.401922517
4038 Estes Rd,1,0,37215,,,34,1720915.72615553,645772.102218299
1008 N 7Th St,1,0,37207,METRO,9202,5,1744149.29186173,676296.946233155
5205 Trousdale Dr,1,0,37220,RED RIVER,2403,26,1744034.73370747,629737.69407274
1012 Halcyon Ave,1,0,37204,METRO,9403,17,1735870.47155633,652256.79900712
4029 Westlawn Dr,1,0,37209,RED RIVER,2302,24,1721879.60359384,658428.739804765
1016 Grove Ct,1,0,37027,RED RIVER,4401,4,1744925.84403468,620988.738404425
5213 Trousdale Dr,1,0,37220,RED RIVER,2403,26,1744011.32355813,629547.684950634
315 Valeria St,1,0,37210,WASTE IND,4406,16,1747984.99526939,651621.977575325
1018 N 7Th St,1,0,37207,METRO,9202,5,1744193.16166952,676538.594815151
217 Ash Grove Dr,1,0,37211,RED RIVER,4404,31,1761949.71701323,625334.916668002
220 Cedarmont Cir,1,0,37211,RED RIVER,4403,31,1760304.33840411,621678.492224542
3212 Wingate Ave,1,0,37211,RED RIVER,4304,16,1751451.20696947,644814.404000511
3317 Curtis Hill Ct,1,0,37218,RED RIVER,4204,2,1723649.75174817,680761.853295075
4981 Edmondson Pike,1,0,37211,RED RIVER,2404,26,1752205.13588595,634518.494228854
4619 Shys Hill Rd,1,0,37215,RED RIVER,3303,34,1728709.13352024,639776.096047899
509 Phipps Dr,1,0,37218,RED RIVER,3203,1,1719006.0954194,687646.442137569
3112 Wingate Ave,1,0,37211,RED RIVER,4304,16,1751488.33639978,645214.497170037
900 Riverside Dr,1,0,37206,RED RIVER,1202,6,1754272.33527782,673688.103085362
2214 Morena St,1,0,37208,METRO,9303,21,1729279.13275474,667609.300393518
2913 Simmons Ave,1,0,37211,RED RIVER,4304,16,1749547.53606575,647132.098527614
4107 Estes Rd,1,0,37215,RED RIVER,3304,34,1720763.7555297,645414.759743672
3108 Wingate Ave,1,0,37211,RED RIVER,4304,16,1751496.33652162,645311.29805361
2825 Twin Lawn Dr,1,0,37214,RED RIVER,2502,15,1772933.90233462,662779.830975826
405 Ashby Pl,1,0,37013,RED RIVER,3503,33,1796689.58815937,633051.13117648
2918 Lakeland Dr,1,0,37214,RED RIVER,2502,14,1774610.78111937,663329.589345464
900 Mulberry Hill Pl,1,0,37013,RED RIVER,4504,32,1774860.11651556,632812.457329059
231 Wallace Rd,1,0,37211,RED RIVER,2405,30,1759280.19820924,636133.601007148
905 Mulberry Hill Place,1,0,37013,RED RIVER,4504,32,1774830.77153258,632956.518835531
1027 Carolyn Ave,1,0,37216,METRO,9503,5,1749362.99887978,679410.798319933
1815 Boscobel St,1,0,37206,METRO,9508,6,1750804.19965691,669804.800259427
4800 Trousdale Dr,1,0,37220,RED RIVER,2403,26,1744368.19981393,635586.401171765
3533 Colony Pt W,1,0,37217,RED RIVER,3501,29,1788278.66106796,642780.49293348
1919 11Th Ave N,1,0,37208,RED RIVER,4209,21,1730593.80133677,674538.401274128
4826 Post Rd,1,0,37205,RED RIVER,1304,23,1713998.00048204,650412.311716117
4832 Highlander Cv,1,0,37013,RED RIVER,4504,28,1774196.37969921,628806.793938044
407 Merritt Ave,1,0,37203,WASTE IND,2408,17,1742523.29676183,658253.45342692
732 Frodo Lane,1,0,37013,RED RIVER,4504,28,1776810.85542469,630079.930872651
413 N 17Th St,1,0,37206,METRO,9503,6,1750417.79964297,673300.001438391
205 Cates Pl,1,0,37217,RED RIVER,2505,29,1782810.83987252,641578.136176975
2900 Teakwood Dr,1,0,37214,RED RIVER,2502,14,1774121.79832676,664759.200536255
404 Edencrest Ct,1,0,37013,RED RIVER,4504,32,1777363.152541,631717.293857657
3241 Anderson Rd,1,0,37013,RED RIVER,3502,33,1788706.97513648,634873.559493807
141 Academy Sq,1,0,37210,WASTE IND,4507,19,1742484.93259932,663635.962444587
371 Haywood Ln,1,0,37211,RED RIVER,2405,30,1756823.39982488,632264.800400549
3236 Anderson Rd,1,0,37013,RED RIVER,3502,29,1788601.21051474,634938.318310937
904 Mulberry Hill Pl,1,0,37013,RED RIVER,4504,32,1774924.14517094,632873.816639731
1000 N 7Th St,1,0,37207,METRO,9202,5,1744117.29137395,676099.347373124
900 Huntington Cir,1,0,37215,RED RIVER,3301,25,1726954.78174209,640923.307218214
2338 Herman St,1,0,37208,METRO,9303,21,1729054.634649,666782.301871768
1904 Haynes St,1,0,37207,RED RIVER,3202,2,1736112.11198184,682263.473611304
809 Highland Crest Dr,1,0,37205,RED RIVER,1303,23,1705564.32921208,637783.293884592
6205 Vosswood Dr,1,0,37205,RED RIVER,1301,23,1707629.76010054,648100.445206667
3262 Hinkle Dr,1,0,37218,RED RIVER,4204,1,1720885.57800041,674504.513184348
6525 Thunderbird Dr,1,0,37209,RED RIVER,4205,20,1707205.12788445,659835.300933254
2414 Scovel St,1,0,37208,METRO,9304,21,1728007.82173672,669413.477315417
4845 Highlander Cove,1,0,37013,RED RIVER,4504,28,1774142.29430341,628566.588531835
3515 Colony Pt W,1,0,37217,RED RIVER,3501,29,1788113.56124523,642063.504597325
2308 Green Trails Ct,1,0,37013,RED RIVER,4403,31,1761328.9806259,622480.138290253
3552 Colony Point W,1,0,37217,RED RIVER,3501,29,1788226.59994171,642922.401551113
713 Frodo Lane,1,0,37013,RED RIVER,4504,28,1776659.41908669,630416.662078915
1800 Haden Ct,1,0,37215,RED RIVER,3305,25,1729291.40054826,643903.200717971
3521 Colony Pt W,1,0,37217,RED RIVER,3501,29,1788103.72895599,642555.029275296
1019 Due West Ave N,1,0,37115,RED RIVER,3212,8,1746545.59755116,700347.398892889
120 Queens Ln,1,0,37218,RED RIVER,3203,1,1714661.80061865,685839.199731711
809 Due West Ave N,1,0,37115,RED RIVER,3212,8,1748749.39983679,700152.999758496
1309 Mcalpine Ave,1,0,37216,RED RIVER,2203,7,1756783.19937483,686490.199282014
1509 Oakland Acres Dr,1,0,37115,RED RIVER,3212,8,1753234.39957456,695269.998547904
737 Due West Ave N,1,0,37115,RED RIVER,3212,8,1749056.2696042,699674.357955841
1132 Due W Ave N,1,0,37115,RED RIVER,3212,8,1745492.19972748,700858.599181719
1109 S Graycroft Ave,1,0,37115,RED RIVER,3214,8,1752046.99827196,698483.998409843
1114 11Th Ave N,1,0,37208,WASTE IND,3208,19,1732932.7330147,670408.616322259
2514 Osage St,1,0,37208,METRO,9201,21,1727164.83117097,671849.460922921
1033 Burchwood Ave,1,0,37216,METRO,9507,5,1750008.99810831,680786.599162296
1612 7Th Ave N,1,0,37208,,,19,1734062.54623396,673298.92750097
3548 Colony Point W,1,0,37217,RED RIVER,3501,29,1788137.79921337,642878.401885464
408 New Overlook Ct,1,0,37013,RED RIVER,3503,33,1790274.97275544,632850.227864133
